post_title,sku,product_id,ca_product
Domaine de la Jérôme Côtes du Rhône Village 201,15941,4074,50.8
Mourgues du Grès IGP Pont du Gard Terre d'Argence 2018,16320,4062,35.7
Plateau des Chênes Lirac 2015,16069,4075,0.0
Plateau des Chênes Lirac 2016,13072,4076,56.2
Domaine des Bosquets Gigondas 2016,15440,4077,0.0
Domaine des Bosquets Gigondas La Colline 2015,13435,4078,440.0
Le Vieux Donjon Châteauneuf-du-Pape 2013,13078,4079,0.0
Le Vieux Donjon Châteauneuf-du-Pape 2016,13117,4081,156.0
"Rimauresq Côtes de Provence Blanc Cru Classé ""R"" 2019",16296,4083,0.0
"Rimauresq Côtes de Provence Rouge Cru Classé ""R"" 2017",16014,4084,0.0
Rimauresq Côtes de Provence Rouge Cru Classé 2017,16462,4085,133.0
Mourgues du Grès Costières de Nîmes Terre de Feu 2017,16319,4063,43.5
Mourgues du Grès Costières de Nîmes Terre d'Argence 2017,16498,4060,107.10000000000001
Ollieux Romanis Corbières Rouge Cuvée Prestige 2017,15785,4167,42.900000000000006
Pierre Gaillard Côtes-du-Rhône Blanc Les Gendrines 2018,14977,4047,0.0
Pierre Jean Villa Crozes-Hermitage Accroche Coeur 2018,15300,3850,0.0
Pierre Jean Villa IGP Collines Rhodaniennes Gamine 2018,19814,4032,42.3
Pierre Jean Villa Côte Rôtie Carmina 2017,19815,4039,0.0
Pierre Jean Villa Saint-Joseph Saut De l'Ange 2018,15303,4040,0.0
Pierre Gaillard Condrieu 2018,14975,4041,0.0
Pierre Gaillard Cornas 2017,16042,4042,218.4
Pierre Gaillard Côte Rôtie Esprit de Blonde 2017,14980,4043,180.0
Pierre Gaillard Côte Rôtie 2018,16041,4045,596.4
Pierre Gaillard Côte Rôtie Rose Pourpre 2017,15269,4046,480.0
Pierre Gaillard Saint-Joseph Rouge Clos de Cuminaille 2018,16044,4048,159.6
Mourgues du Grès Costières de Nîmes Galets Rosés 2019,16275,4059,60.89999999999999
Pierre Gaillard Saint-Joseph Rouge 2018,16043,4049,19.3
Pierre Gaillard Saint-Joseph Blanc 2019,16449,4050,130.8
Jeanne Gaillard IGP Collines Rhodaniennes Syrah Terre de Mandrin 2018,16045,4051,46.2
Clos du Mont-Olivet Châteauneuf-du-Pape Blanc 2019,16030,4052,202.20000000000002
Clos du Mont-Olivet Châteauneuf-du-Pape 2012,13127,4053,1018.9
Clos du Mont-Olivet Châteauneuf-du-Pape Cuvée du Papet 2018,19816,4054,716.0
Clos du Mont-Olivet Côtes-du-Rhône Vieilles Vignes 2018,16029,4056,127.0
Mourgues du Grès Costières de Nîmes Galets Dorés 2019,16039,4057,156.6
Mourgues du Grès Costières de Nîmes Galets Rouges 2019,16318,4058,95.69999999999999
Rimauresq Côtes de Provence Blanc Cru Classé 2019,16013,4086,65.6
Rimauresq Côtes de Provence Cru Classé Rosé 2019,16180,4087,259.2
Paul Ginglinger Gewurztraminer Wahlenbourg 2017,15676,4094,0.0
Elian Daros Côtes du Marmandais Coucou Blanc 2016,14941,4156,122.10000000000001
Champagne Mailly Grand Cru Extra Brut Millésimé 2012,15648,4147,99.0
Champagne Mailly Grand Cru Brut Rosé,1364,4148,0.0
Champagne Mailly Grand Cru Intemporelle Rosé 2009,7086,4149,0.0
Champagne Mailly Grand Cru Intemporelle 2010,1366,4150,59.0
Elian Daros Côtes du Marmandais Abouriou 2016,15140,4151,164.39999999999998
Elian Daros Côtes du Marmandais Chante Coucou 2016,16238,4152,134.4
Elian Daros Côtes du Marmandais Clos Baquey 2015,16237,4153,1044.0
Elian Daros Côtes du Marmandais Le Vin Est Une Fête 2017,15141,4154,176.4
Elian Daros Côtes du Marmandais Le Vignoble d'Elian 2016,14944,4155,43.5
Planeta Sicilia Alastro 2017,14751,4157,0.0
Paul Ginglinger Muscat Caroline 2018,16120,4095,50.4
Planeta Sicilia Etna Rosso 2018,16093,4158,0.0
Planeta Sicilia La Segreta Bianco 2017,15668,4159,27.900000000000002
Planeta Sicilia La Segreta Rosso 2017,15373,4160,65.10000000000001
Planeta Sicilia Plumbago 2017,15375,4161,0.0
Domino Romano Ribera Del Duero Camino Romano 2016,14474,4162,14.3
Parés Baltà Penedès Calcari 2018,15482,4163,32.400000000000006
Parés Baltà Penedès Mas Petit 2015,13453,4164,152.0
Parés Baltà Penedès Indigena 2017,15075,4165,36.0
Ollieux Romanis Corbières Boutenac Atal Sia 2017,16124,4166,123.0
Champagne Mailly Grand Cru Brut Réserve,1360,4146,0.0
Champagne Gosset Grand Rosé,1662,4144,4263.0
Champagne Gosset Grand Millésime 2006,11641,4142,1590.0
Champagne Gosset Grande Réserve,304,4141,1560.0
Paul Ginglinger Pinot Gris Grand Cru Eichberg 2015,15564,4096,0.0
Paul Ginglinger Pinot Gris Les Prelats 2018,15675,4097,12.8
Paul Ginglinger Pinot Noir Les Rocailles 2016,15378,4098,22.1
Paul Ginglinger Riesling Drei Exa 2018,15813,4099,0.0
Emile Boeckel Gewurztraminer Grand Cru Zotzenberg 2016,13416,4100,0.0
Emile Boeckel Pinot Gris Grand Cru Zotzenberg 2016,14905,4101,0.0
Emile Boeckel Sylvaner Grand Cru Zotzenberg 2017,15767,4102,16.3
Emile Boeckel Riesling Grand Cru Wiebelsberg 2016,16505,4103,195.60000000000002
Emile Boeckel Riesling Brandluft 2018,15683,4104,116.39999999999999
Emile Boeckel Sylvaner Vieilles Vignes 2019,16504,4105,34.0
Emile Boeckel Pinot Noir Barriques Oberpfoeller 2018,15787,4106,75.6
Emile Boeckel Pinot Noir Terres Rouges 2016,14800,4107,0.0
Zind-Humbrecht Riesling Herrenweg de Turckheim 2017,15353,4108,63.4
Zind-Humbrecht Riesling Grand Cru Rangen De Thann Clos Saint-Urbain 2017,15382,4115,0.0
Zind-Humbrecht Pinot Gris Roche Calcaire 2017,15339,4130,0.0
Zind-Humbrecht Pinot Gris Grand Cru Rangen De Thann Clos Saint-Urbain 2012,11668,4132,0.0
Zind-Humbrecht Muscat Grand Cru Goldert 2015,13209,4137,0.0
Zind-Humbrecht Zind 2017,15341,4138,154.2
Zind-Humbrecht Gewurztraminer Grand Cru Rangen De Thann Clos Saint-Urbain 2013,13217,4139,0.0
Domaine de La Tour Du Bon Bandol Rouge En Sol 2017,15567,4300,44.0
Domaine Saint-Denis Bourgogne Rouge Clos de la Coque 2018,16317,4250,585.0
Rimauresq Côtes de Provence Rouge Cru Classé Quintessence 2015,13172,4303,0.0
Domaine Rotier Gaillac Rouge Les Gravels 2016,15282,4677,9.5
Domaine Pellé Menetou Salon Blanc Le Carroir 2018,16053,4669,20.2
Domaine Pellé Menetou Salon Blanc Morogues 2018,15525,4670,34.0
Domaine Pellé Menetou Salon Rouge Les Cris 2015,15527,4671,0.0
Domaine Pellé Menetou Salon Rouge Morogues 2017,14676,4672,0.0
Domaine Pellé Sancerre Rouge La Croix Au Garde 2017,16057,4673,0.0
Domaine Pellé Sancerre Blanc La Croix Au Garde 2018,16056,4674,133.0
Domaine Rotier Gaillac Blanc Sec Renaissance 2015,13762,4675,0.0
Domaine de l'Idylle Savoie Cruet 2018,15120,4304,0.0
Domaine Rotier Gaillac Rouge L'Ame 2016,15281,4678,0.0
Vincent Carême Vouvray Moelleux 2015,13647,4666,0.0
Domaine Rotier Gaillac Rouge Renaissance 2016,15283,4679,0.0
Domaine de Joy Côtes de Gascogne Envie de Joy 2018,15934,4680,12.6
Domaine de Joy Côtes de Gascogne Blanc Moelleux Saint-André 2018,15933,4681,85.19999999999999
Château Plaisance Fronton Rouge 2017,15575,4682,54.599999999999994
Château Plaisance Fronton Rosé 2019,16239,4683,9.1
Château Plaisance Fronton To Co Que Cal 2015,14451,4684,54.300000000000004
Cosse Maisonneuve Cahors Solis 2018,16324,4686,28.0
Cosse-Maisonneuve Cahors Le Sid 2014,15582,4687,0.0
Xavier Frissant Touraine Amboise L'Orée des Frênes 2015,14657,4668,36.900000000000006
Vincent Carême Vouvray Sec 2018,15404,4665,28.8
Domaine Plageoles Vin de France Contre-Pied 2016,13659,4690,0.0
Bernard Baudry Chinon Blanc 2018,16261,4649,16.5
Marcel Windholtz Eau de Vie de Quetsch d'Alsace Réserve Particulière,2179,4632,0.0
Marcel Windholtz Eau de Vie de Mirabelle d'Alsace Réserve Particulière,804,4633,157.2
Marcel Windholtz Eau de Vie de Marc de Gewurztraminer,41,4634,0.0
Marcel Windholtz Eau de Vie de Kirsch d'Alsace Réserve Particulière,798,4635,0.0
Marcel Windholtz Eau de Vie de Framboise d'Alsace,2361,4636,50.0
Bernard Baudry Chinon Rouge Le Clos Guillot 2017,15848,4646,21.5
Bernard Baudry Chinon Rouge La Croix Boissée 2017,16525,4647,228.0
Bernard Baudry Chinon Blanc La Croix Boissée 2018,16262,4648,48.6
Thierry Germain Saumur Blanc L'Insolite 2018,15206,4650,126.5
La Cotelleraie Saint-Nicolas-de-Bourgueil Le Vau Jaumier 2016,15402,4664,0.0
Thierry Germain Saumur Blanc Terres 2014,11849,4651,0.0
Thierry Germain Saumur-Champigny Franc De Pied 2016,13515,4653,0.0
Thierry Germain Saumur-Champigny La Marginale 2016,13514,4654,0.0
Thierry Germain Saumur-Champigny Les Mémoires 2016,13516,4655,0.0
Thierry Germain Saumur-Champigny Outre Terre 2013,10814,4656,0.0
Thierry Germain Saumur-Champigny Outre Terre 2014,11847,4657,0.0
Thierry Germain Saumur-Champigny Outre Terre 2016,13517,4658,0.0
Pierre Martin Sancerre Les Monts Damnés 2018,16081,4662,0.0
Domaine Plageoles Côtes du Tarn Blanc Sec Ondenc,13736,4689,12.8
Albert Mann Crémant d'Alsace Extra Brut 2017,15465,4703,138.6
Marcel Windholtz Eau de Vie de Coing,793,4630,249.6
Domaine de Montgilet Anjou Rouge Les Yvonnais 2015,13627,4750,32.8
Domaine Muré Crémant d'Alsace Cuvée Prestige,5646,4730,0.0
Domaine Muré Crémant d'Alsace Rosé,8344,4731,396.0
Camin Larredya Jurançon Sec La Part Davant 2018,15576,4733,0.0
Camin Larredya Jurançon Moelleux Costat Darrer 2018,16138,4734,15.3
Jean-Paul Brun Beaujolais Le Ronsay 2016,14366,4739,0.0
Jean-Paul Brun Beaujolais L'Ancien 2016,13412,4740,0.0
Jean-Paul Brun Saint-Amour 2017,14632,4748,0.0
Domaine de Montgilet Anjou Blanc 2016,15315,4749,0.0
Domaine de Montgilet Coteaux de l'Aubance Les Trois Schistes 2016,14184,4752,0.0
Maurice Schoech Gewurztraminer Vendanges Tardives 2017,15729,4728,59.0
Domaine de Montgilet Coteaux de l'Aubance 2017,15429,4753,84.0
Domaine de Montgilet Vin de France Grolleau 2019,16132,4755,0.0
Domaine Saint-Nicolas Fiefs Vendéens Blanc Le Haut des Clous 2017,14680,4757,159.0
Domaine Saint-Nicolas Fiefs Vendéens Rouge Cuvée Jacques 2016,15859,4758,0.0
Domaine Saint-Nicolas Fiefs Vendéens Rouge Reflets 2018,16229,4759,0.0
Château de La Liquière Pays d'Hérault Blanc A Mi Chemin 2017,14302,4776,47.6
Clos du Mont-Olivet Lirac Rosé Farel 2019,16072,4778,0.0
Clos du Mont-Olivet Vin de France La Sabonite,14300,4779,140.4
Emile Boeckel Crémant Brut Blanc de Blancs,38,4729,326.8
Paul Ginglinger Riesling Grand Cru Pfersigberg 2018,16540,4727,52.0
Albert Mann Gewurztraminer 2017,15004,4704,54.599999999999994
Domaine Schoenheitz Muscat 2017,15361,4714,39.900000000000006
Albert Mann Gewurztraminer Grand Cru Steingrubler 2016,14699,4705,252.8
Albert Mann Muscat 2018,15349,4706,537.6
Albert Mann Pinot Gris Cuvée Albert 2017,15466,4707,296.40000000000003
Albert Mann Pinot Gris Grand Cru Furstentum 2016,14700,4708,260.8
Albert Mann Pinot Gris Vendanges Tardives Altenbourg 2011,10775,4709,0.0
Albert Mann Riesling Grand Cru Schlossberg 2018,16119,4711,55.4
Domaine Schoenheitz Crémant d'Alsace Mémoire de Granit Extra Brut,15667,4712,15.8
Domaine Schoenheitz Gewurztraminer Lisenberg 2015,14746,4713,220.79999999999998
Domaine Schoenheitz Pinot Blanc Val Saint Grégoire 2017,15196,4715,0.0
François Baur Pinot Noir Schlittweg 2017,14950,4726,50.8
Domaine Schoenheitz Pinot Gris Herrenreben 2017,15657,4716,0.0
Domaine Schoenheitz Pinot Noir Herrenreben 2017,15658,4717,140.39999999999998
Domaine Schoenheitz Pinot Noir Val Saint Grégoire 2017,15670,4718,0.0
Domaine Schoenheitz Pinot Noir Tradition 2019,16527,4719,187.5
Domaine Schoenheitz Riesling Herrenreben 2018,16513,4720,238.5
François Baur Pinot Gris Herrenweg de Turckheim 2018,15880,4722,13.7
François Baur Pinot Noir Sang Du Dragon 2017,15879,4723,87.0
François Baur Riesling Grand Cru Brand Clos De La Treille 2017,16010,4725,0.0
Marcel Windholtz Eau de Vie de Baie de Houx,791,4631,0.0
Domaine Rotier Gaillac Blanc Doux Les Gravels 2016,15280,4676,0.0
Marcel Windholtz Eau de Vie de Fraise,2534,4629,104.8
Wemyss Malts Blended Scotch Whisky Lord Elcho,11587,4395,0.0
Wemyss Malts Blended Malt Scotch Whisky The Hive Batch Strength,12639,4397,0.0
Wemyss Malts Blended Malt Scotch Whisky Peat Chimney Batch Strength,12641,4398,0.0
Wemyss Malts Blended Malt Scotch Whisky Spice King Batch Strength,12640,4399,59.0
Cognac Frapin 1270,14768,4400,0.0
Cognac Frapin VSOP,3506,4401,62.5
Cognac Frapin VIP XO,3510,4402,2288.0
Cognac Frapin Château de Fontpinot XO,3507,4404,217.0
Cognac Frapin Château de Fontpinot XO 1/2,13230,4405,0.0
Cognac Frapin Château de Fontpinot 1989 20 Ans d'Age,7819,4406,0.0
Cognac Frapin Cigar Blend,3509,4407,104.0
Domaine de Montcalmès Terrasses du Larzac Rouge 2017,15426,4558,84.30000000000001
Domaine Giudicelli Vin de France Eté Rouge 2018,15621,4564,412.3
Domaine de Montcalmès Coteaux du Languedoc Blanc 2017,15457,4566,0.0
Château de Meursault Beaune-Grèves Les Trois Journaux 1er Cru 2015,13604,4573,0.0
Château de Meursault Puligny-Montrachet 1er Cru Champ Canet 2014,12857,4582,0.0
Marc Colin Et Fils Chassagne-Montrachet Blanc Margot 2017,15476,4596,1009.6999999999999
Wemyss Malts Blended Malt Scotch Whisky The Hive 12 ans,9636,4396,0.0
Wemyss Malts Blended Malt Scotch Whisky Treacle Chest,13766,4394,0.0
Marc Colin Et Fils Saint-Aubin Blanc En Montceau 2017,15478,4598,41.8
Marcel Windholtz Eau de Vie de Marc de Muscat,802,4628,0.0
Domaine de l'Idylle Roussette de Savoie Anne de Chypre 2018,15949,4306,10.7
Domaine de l'Idylle Savoie Mondeuse Le Tithonien 2018,15946,4307,0.0
Champagne Gosset Grand Blanc de Blancs,7818,4334,4704.0
Champagne Mailly Grand Cru Blanc de Pinot Noir,13599,4336,35.5
Champagne Mailly Grand Cru Les Echansons 2007,4679,4337,0.0
Champagne Egly-Ouriet Grand Cru Brut Tradition,12586,4348,0.0
Champagne Egly-Ouriet Grand Cru Extra Brut V.P.,12588,4350,0.0
Champagne Egly-Ouriet Grand Cru Millésimé 2008,15940,4352,1125.0
Champagne Egly-Ouriet Grand Cru Brut Rosé,12587,4353,238.5
Champagne Egly-Ouriet Grand Cru Blanc de Noirs,12589,4355,1391.5
Champagne Egly-Ouriet Premier Cru Les Vignes de Vrigny,12585,4356,619.2
Champagne Larmandier-Bernier Latitude,9562,4357,0.0
Champagne Larmandier-Bernier Grand Cru Vieilles Vignes du Levant 2008,13854,4358,0.0
Champagne Larmandier-Bernier Grand Cru Les Chemins d'Avize 2011,13853,4359,85.6
Wemyss Malts Blended Malt Scotch Whisky The Hive,11585,4364,49.5
Wemyss Malts Blended Malt Scotch Whisky Peat Chimney,11467,4391,0.0
Wemyss Malts Blended Malt Scotch Whisky Spice King,11586,4392,0.0
Marc Colin Et Fils Chassagne-Montrachet Blanc Les Vide-Bourses 1er Cru 2016,14000,4597,123.2
Wemyss Malts Blended Malt Scotch Whisky Vanilla Burst,13765,4393,0.0
Domaine Saint-Nicolas Vin de France Blanc Les Clous 2019,16230,7338,0.0
Catherine et Claude Maréchal Ladoix Rouge Les Chaillots 2017,15147,4603,31.5
Catherine et Claude Maréchal Savigny-Lès-Beaune Rouge 2016,15148,4605,0.0
Catherine et Claude Maréchal Volnay 2017,15149,4606,50.1
François Bergeret Hautes Côtes de Beaune Vieilles Vignes Rondo 2017,15146,4607,0.0
François Bergeret Hautes Côtes de Beaune Rouge 2017,15145,4609,0.0
François Bergeret Hautes Côtes de Beaune Blanc 2018,15801,4610,0.0
Gilbert Picq Chablis Vieilles Vignes 2017,15038,4612,206.0
Gilbert Picq Chablis 2017,15030,4613,152.1
Gilbert Picq Chablis En Vaudécorse 2017,15875,4614,209.0
Alphonse Mellot Sancerre Blanc La Moussière 2018,16186,4615,168.0
Alphonse Mellot Sancerre Rouge La Demoiselle 2015,14371,4616,0.0
Alphonse Mellot Sancerre Rouge Génération XIX 2011,10459,4617,0.0
Alphonse Mellot Sancerre Rouge La Moussière 2014,14372,4618,0.0
Marcel Windholtz Eau de Vie de Prunelle Sauvage,807,4626,0.0
Alphonse Mellot Sancerre Rouge En Grands Champs 2012,11049,4619,0.0
Marcel Windholtz Eau de Vie de Sureau,812,4625,0.0
Bernard Baudry Chinon Rouge Les Grézeaux 2017,15849,4621,148.5
Bernard Baudry Chinon Rouge Les Granges 2018,15850,4620,71.4
Catherine et Claude Maréchal Pommard La Chanière 2016,15660,4604,49.0
Gilbert Picq Chablis Vosgros 1er Cru 2017,15452,4611,393.0
Marcel Windholtz Eau de Vie de Poire Williams Réserve Particulière,805,4627,233.2
Catherine et Claude Maréchal Bourgogne Aligoté 2018,16151,4601,64.4
Marc Colin Et Fils Chassagne-Montrachet Rouge Vieilles Vignes 2017,15475,4600,0.0
Catherine et Claude Maréchal Chorey-Lès-Beaune 2017,15659,4602,220.5
